"","x"
"9438","AC137630.1"
"9439","PTGER4P2"
"9440","ABAT"
"9441","ZC3H11A"
"9442","PSMC1P7"
"9443","MEIS1"
"9444","AL132656.1"
"9445","AL391056.1"
"9446","RPRD2"
"9447","AC097493.4"
"9448","LRRC23"
"9449","PCK2"
"9450","TEPSIN"
"9451","TSC22D1"
"9452","AC013355.1"
"9453","SLC2A12"
"9454","PAWR"
"9455","RHBDF1"
"9456","LINC01488"
"9457","GPR162"
"9458","CLDN12"
"9459","CDK13"
"9460","AC011815.2"
"9461","EFCC1"
"9462","ANKRD20A7P"
"9463","ZBTB44"
"9464","SPATC1"
"9465","HLCS-IT1"
"9466","PAR_Y_SLC25A6"
"9467","SLC25A6"
"9468","ST5"
"9469","NADK"
"9470","GSR"
"9471","RAB11FIP3"
"9472","SUZ12"
"9473","DBH-AS1"
"9474","AL512343.2"
"9475","AC138965.3"
"9476","PRMT9"
"9477","AC011498.4"
"9478","LTC4S"
"9479","AC005306.1"
"9480","PYDC1"
"9481","MPLKIP"
"9482","AL049758.1"
"9483","IGBP1"
"9484","AC004076.2"
"9485","AC138649.1"
"9486","PYURF"
"9487","AF230666.2"
"9488","SLC39A7"
"9489","AC100861.1"
"9490","YTHDF2"
"9491","PEX14"
"9492","PLEKHA6"
"9493","LARP4"
"9494","TRA2B"
"9495","LINC01002"
"9496","GLI2"
"9497","TRIM25"
"9498","LINC02609"
"9499","RAB39B"
"9500","SH3GL1P1"
"9501","AL109936.2"
"9502","ASTN1"
"9503","TRPM4"
"9504","MEPCE"
"9505","CDH15"
"9506","STEAP2"
"9507","HEATR3"
"9508","LINC00426"
"9509","AC007683.1"
"9510","NUDT1"
"9511","MAPK8IP1"
"9512","CASC10"
"9513","PER3"
"9514","AC025280.1"
"9515","KMT2C"
"9516","GABRQ"
"9517","LINC01615"
"9518","MICD"
"9519","RAB11B"
"9520","BTBD7"
"9521","CHSY3"
"9522","METTL1"
"9523","ZNF503-AS2"
"9524","IDS"
"9525","YIPF3"
"9526","DELE1"
"9527","OR9A2"
"9528","GAD1"
"9529","ARHGEF12"
"9530","TPTEP2"
"9531","UBE2B"
"9532","AC134878.2"
"9533","OSGIN1"
"9534","ODC1"
"9535","AC024075.1"
"9536","GSTP1"
"9537","Z93930.2"
"9538","ALS2CR12"
"9539","ACTG1P1"
"9540","UBTF"
"9541","BTF3P6"
"9542","TBC1D14"
"9543","A1BG"
"9544","RPP21"
"9545","ANKRD44-IT1"
"9546","AP006621.5"
"9547","HMGA1P8"
"9548","DNAAF4"
"9549","CYP27B1"
"9550","EEF1DP3"
"9551","SEC23A"
"9552","AL513165.1"
"9553","AC087752.4"
"9554","AC005840.4"
"9555","AL080250.1"
"9556","TMEM41A"
"9557","FAM3B"
"9558","AL136531.2"
"9559","SYN3"
"9560","VRK3"
"9561","ASAH2B"
"9562","C3orf14"
"9563","STAMBP"
"9564","TCEA1P3"
"9565","GOT2P3"
"9566","ARL6IP5"
"9567","CFAP58"
"9568","OR51B5"
"9569","AL353898.3"
"9570","SMIM8"
"9571","NT5DC4"
"9572","AC093904.4"
"9573","SLC43A3"
"9574","AL583810.1"
"9575","RNF126"
"9576","OXER1"
"9577","MOCS3"
"9578","AC032011.1"
"9579","BISPR"
"9580","IRF2BP2"
"9581","AC012313.10"
"9582","AC080128.1"
"9583","AC083855.2"
"9584","INIP"
"9585","SULT1B1"
"9586","CD8A"
"9587","FHOD3"
"9588","AC073111.5"
"9589","WNT3"
"9590","PLXNA2"
"9591","AC006252.1"
"9592","LRRK2"
"9593","UTP23"
"9594","ADAMTS7P1"
"9595","FMN1"
"9596","PADI4"
"9597","LINC00668"
"9598","LYL1"
"9599","RABL2A"
"9600","USP38"
"9601","PRAG1"
"9602","AC073957.2"
"9603","ZNF680"
"9604","AC098935.1"
"9605","GOLPH3L"
"9606","AC012074.1"
"9607","FMO5"
"9608","MTX2"
"9609","MYCN"
"9610","TYMP"
"9611","AC087164.1"
"9612","GEMIN7-AS1"
"9613","ONECUT2"
"9614","RNF114"
"9615","Z99289.2"
"9616","SLC27A3"
"9617","SHANK2"
"9618","EIF1B"
"9619","UBAP1L"
"9620","DAB1"
"9621","SVBP"
"9622","AC012306.2"
"9623","AC139792.3"
"9624","NDUFAF4P3"
"9625","AC007342.9"
"9626","NGRN"
"9627","RAP1GDS1"
"9628","FCRLA"
"9629","Z99289.3"
"9630","TMEM106A"
"9631","CEP128"
"9632","PARD6G-AS1"
"9633","TMEM68"
"9634","NLK"
"9635","AP004608.1"
"9636","CFAP20"
"9637","RAMACL"
"9638","TNFSF15"
"9639","WDR20"
"9640","AP006333.1"
"9641","PYY2"
"9642","AP001107.8"
"9643","ACAP2-IT1"
"9644","C4orf47"
"9645","AC116407.2"
"9646","PAXIP1-AS1"
"9647","PLEKHG2"
"9648","ATP6V1A"
"9649","AC015712.5"
"9650","AC010487.3"
"9651","AP000424.1"
"9652","AL031673.1"
"9653","AP001057.1"
"9654","LARS2"
"9655","LINC02009"
"9656","EVC"
"9657","AC006504.5"
"9658","LINC02389"
"9659","MTRR"
"9660","FLCN"
"9661","AC007292.2"
"9662","AF131215.5"
"9663","YPEL2"
"9664","HGD"
"9665","HDAC11"
"9666","BICRA"
"9667","KIF21B"
"9668","CALU"
"9669","RTN1"
"9670","AC025048.4"
"9671","PPCS"
"9672","HIF1AN"
"9673","STAG1"
"9674","LIPC"
"9675","LINC00299"
"9676","AL109924.4"
"9677","RRAGC"
"9678","LILRA6"
"9679","SNORA81"
"9680","SEC22B2"
"9681","KCNK13"
"9682","AP005432.1"
"9683","AC091544.4"
"9684","AP003390.1"
"9685","FBRS"
"9686","LRRC10B"
"9687","SRCIN1"
"9688","BPIFB1"
"9689","AL445228.2"
"9690","TM2D3"
"9691","LINC02345"
"9692","AC009159.4"
"9693","AC067817.1"
"9694","MAGIX"
"9695","AL034417.4"
"9696","LRP2BP"
"9697","HSDL1"
"9698","IKBKG"
"9699","GAL"
"9700","AC233280.1"
"9701","INHCAP"
"9702","AC018809.1"
"9703","EMC8"
"9704","CEP76"
"9705","UBE2Q1"
"9706","UBA5"
"9707","LEFTY2"
"9708","DUX4L50"
"9709","EFS"
"9710","SPATA6"
"9711","SNX17"
"9712","AP005121.1"
"9713","SIM1"
"9714","RNASEK"
"9715","ZCCHC8"
"9716","CIDEB"
"9717","HOMER3"
"9718","LINC02080"
"9719","CLDN23"
"9720","GRK5-IT1"
"9721","FAM83A"
"9722","KIF1A"
"9723","AC091825.1"
"9724","DIP2C"
"9725","AL024507.2"
"9726","HYDIN"
"9727","ITPRID2"
"9728","ZNF394"
"9729","AC009086.2"
"9730","ZNF720"
"9731","AL139241.1"
"9732","LGALS9C"
"9733","AC009123.1"
"9734","ISPD"
"9735","FBXO36-IT1"
"9736","AC120053.1"
"9737","AC092656.1"
"9738","ID2-AS1"
"9739","BAZ2B"
"9740","CFB"
"9741","AC124068.2"
"9742","ZBTB25"
"9743","AL445669.1"
"9744","P2RY11"
"9745","AL592164.1"
"9746","TARSL2"
"9747","AC078923.1"
"9748","UBQLN3"
"9749","CDON"
"9750","AL353759.1"
"9751","AL031282.2"
"9752","SYAP1"
"9753","NSDHL"
"9754","ARHGAP35"
"9755","SAMSN1"
"9756","AC008026.3"
"9757","CFAP69"
"9758","ANKRD36B"
"9759","IL1B"
"9760","CEMP1"
"9761","SLC2A1-AS1"
"9762","IKBKB"
"9763","MUC15"
"9764","AL161908.1"
"9765","CNTF"
"9766","TACC1P1"
"9767","PVR"
"9768","DDX6"
"9769","CKB"
"9770","AC008038.1"
"9771","LINC01800"
"9772","UCN"
"9773","LINC00052"
"9774","RNF152P1"
"9775","AC104451.1"
"9776","PCDHB3"
"9777","EAF2"
"9778","AC023632.2"
"9779","AC139530.2"
"9780","RPL7L1P12"
"9781","AC108463.3"
"9782","CRYZL2P-SEC16B"
"9783","DAXX"
"9784","C9orf106"
"9785","ABR"
"9786","AL136382.1"
"9787","EML2"
"9788","AC090206.1"
"9789","NT5DC2"
"9790","PITPNM2"
"9791","RPL7L1P3"
"9792","TRUB1"
"9793","HOXC10"
"9794","FOXD2"
"9795","STK4"
"9796","H1F0"
"9797","AL133330.1"
"9798","ATP6V1G2-DDX39B"
"9799","IGSF1"
"9800","HBA1"
"9801","PINX1"
"9802","AC021739.2"
"9803","DNAJC10"
"9804","ARF4"
"9805","RNA5S1"
"9806","RNA5S10"
"9807","RNA5S11"
"9808","RNA5S12"
"9809","RNA5S13"
"9810","RNA5S14"
"9811","RNA5S15"
"9812","RNA5S16"
"9813","RNA5S17"
"9814","RNA5S2"
"9815","RNA5S3"
"9816","RNA5S4"
"9817","RNA5S5"
"9818","RNA5S6"
"9819","RNA5S7"
"9820","RNA5S8"
"9821","CBWD6"
"9822","AP003086.1"
"9823","ARL14EP"
"9824","TEKT5"
"9825","DDX20"
"9826","AC048382.2"
"9827","ATP9A"
"9828","RPP14"
"9829","MRGPRX3"
"9830","MMP25-AS1"
"9831","AC020658.6"
"9832","PTGES3L-AARSD1"
"9833","KLHL7"
"9834","PUS10"
"9835","POLD2"
"9836","GLT1D1"
"9837","RIMS3"
"9838","RNA5S9"
"9839","AL590132.1"
"9840","TPI1P2"
"9841","PITPNA-AS1"
"9842","PTPN4"
"9843","PI15"
"9844","AKR1B1"
"9845","AC005180.1"
"9846","ANKRD26"
"9847","AC009041.4"
"9848","IFNLR1"
"9849","STARD13-AS"
"9850","AC005740.4"
"9851","KIAA1147"
"9852","LZTS3"
"9853","AC005165.1"
"9854","PPIAL4G"
"9855","KLHL26"
"9856","TMEM202-AS1"
"9857","DCAF12L2"
"9858","AL160313.1"
"9859","MTMR1"
"9860","CARD8-AS1"
"9861","NPIPB11"
"9862","BRPF3"
"9863","RN7SKP9"
"9864","FBXO40"
"9865","FAH"
"9866","TRMT5"
"9867","ARHGDIG"
"9868","SKP1P1"
"9869","PCOLCE"
"9870","HOXB8"
"9871","POLR2F"
"9872","EDEM2"
"9873","AMBP"
"9874","RCE1"
"9875","AP000365.1"
"9876","PCSK9"
"9877","AC110774.1"
"9878","LINC00384"
"9879","SOCS5"
"9880","CHCHD6"
"9881","AC016027.3"
"9882","ATP6V1C2"
"9883","AL136309.1"
"9884","RPL34P20"
"9885","NOL6"
"9886","AC092040.1"
"9887","OLFML3"
"9888","ZNF417"
"9889","CAMSAP1"
"9890","AC109347.1"
"9891","STAP1"
"9892","ZNF799"
"9893","AC084783.1"
"9894","ZNF517"
"9895","SEPT6"
"9896","ATP11B"
"9897","EMG1"
"9898","LINC00461"
"9899","LINC01711"
"9900","C17orf80"
"9901","IP6K1"
"9902","TSC22D3"
"9903","GMDS"
"9904","HMOX2"
"9905","WDR17"
"9906","KCTD1"
"9907","LRRC71"
"9908","AC093525.9"
"9909","AC110994.2"
"9910","SLC36A1"
"9911","PTH2R"
"9912","PCDHB4"
"9913","SLC35E3"
"9914","MPEG1"
"9915","HIVEP2"
"9916","GATM"
"9917","CDHR3"
"9918","STRADA"
"9919","AC005609.5"
"9920","HINT2P1"
"9921","NCBP2L"
"9922","GNAQ"
"9923","IPO8P1"
"9924","SNTG2-AS1"
"9925","ZNF713"
"9926","ERVMER34-1"
"9927","DIP2A"
"9928","CREBRF"
"9929","HNRNPH1"
"9930","AARD"
"9931","HMGB1P19"
"9932","OAS2"
"9933","VPS33A"
"9934","POMT1"
"9935","CSN3"
"9936","C4B"
"9937","LINC01252"
"9938","COMMD1"
"9939","ST13P15"
"9940","POLR2J"
"9941","ASCC3"
"9942","LAMP2"
"9943","UBL4A"
"9944","SNX18P13"
"9945","TRMO"
"9946","MEX3D"
"9947","ZNF815P"
"9948","AC096996.2"
"9949","ZNF630"
"9950","MFSD5"
"9951","SILC1"
"9952","NAA60"
"9953","PTHLH"
"9954","CDH24"
"9955","PLXND1"
"9956","AC011511.4"
"9957","AC080014.1"
"9958","GGA3"
"9959","TMEM258"
"9960","KRAS"
"9961","ACP1"
"9962","CCDC58"
"9963","AC008915.2"
"9964","COL11A2"
"9965","CD320"
"9966","INPP5J"
"9967","FKBP4P1"
"9968","THEM6"
"9969","PDK1"
"9970","LINC00662"
"9971","AL022157.1"
"9972","CAPZA2"
"9973","SELENBP1"
"9974","LINC01410"
"9975","OASL"
"9976","LRRC31"
"9977","AL133445.2"
"9978","AC138028.6"
"9979","MCOLN3"
"9980","RANBP3L"
"9981","RPS6KC1"
"9982","AC064836.3"
"9983","POC1B-GALNT4"
"9984","ZNF76"
"9985","TIFA"
"9986","ZFHX2"
"9987","FARP2"
"9988","SIX2"
"9989","SLC16A1-AS1"
"9990","CATIP"
"9991","PLEKHH3"
"9992","MALAT1"
"9993","HAS2-AS1"
"9994","AC090136.3"
"9995","AC012065.4"
"9996","CNN2"
"9997","TFEC"
"9998","LINC02620"
"9999","AC239804.1"
"10000","STN1"
"10001","SRD5A2"
"10002","AP006623.1"
"10003","STK16"
"10004","SLC24A3"
"10005","STX2"
"10006","RPL23AP82"
"10007","AP001453.4"
"10008","UFSP1"
"10009","C1orf43"
"10010","LINC00858"
"10011","SLC5A11"
"10012","TRAF6"
"10013","SNUPN"
"10014","AC011944.2"
"10015","NSFL1C"
"10016","STON2"
"10017","FURIN"
"10018","BFSP2-AS1"
"10019","AC078852.2"
"10020","AC011611.4"
"10021","AC135178.5"
"10022","LRRC37B"
"10023","FCAMR"
"10024","FAR2P2"
"10025","KCNE3"
"10026","ADAM32"
"10027","EGLN1"
"10028","BMPR2"
"10029","ANXA8"
"10030","LINC00707"
"10031","UGGT1"
"10032","ZBTB32"
"10033","ARMC1"
"10034","AC015712.2"
"10035","AC007728.2"
"10036","VRK2"
"10037","BACE2"
"10038","LRRC69"
"10039","AC092919.2"
"10040","AC008073.3"
"10041","CTNND2"
"10042","NDUFB4P11"
"10043","SRR"
"10044","PPFIBP1"
"10045","SCG5"
"10046","AC138207.6"
"10047","GCM1"
"10048","AP004609.3"
"10049","ITPK1"
"10050","AL158201.1"
"10051","ENPP3"
"10052","PELI3"
"10053","FAM221B"
"10054","SKP1"
"10055","RXRA"
"10056","CHD7"
"10057","PPP2R5D"
"10058","NAIP"
"10059","OLFML2B"
"10060","ZNF69"
"10061","POLK"
"10062","AL355353.1"
"10063","RIN1"
"10064","DEFB1"
"10065","SLC39A14"
"10066","ADARB1"
"10067","UBN1"
"10068","AC142391.1"
"10069","RPL14"
"10070","SYPL1P2"
"10071","NUDT9P1"
"10072","AC073195.1"
"10073","NOL11"
"10074","RFNG"
"10075","RHBDL3"
"10076","AC002511.1"
"10077","ZGPAT"
"10078","AC245140.3"
"10079","PATL1"
"10080","TLE6"
"10081","GAREM2"
"10082","PLEKHA2"
"10083","AL020997.1"
"10084","GTF2H3"
"10085","CDC26"
"10086","ARID3B"
"10087","MAP4K3"
"10088","SNORA50B"
"10089","RRP1B"
"10090","HERC2P5"
"10091","PHLDA2"
"10092","TYRP1"
"10093","PKD1L3"
"10094","AC079949.2"
"10095","OXT"
"10096","SSH3"
"10097","HSD17B7P2"
"10098","AC110597.3"
"10099","LINC01750"
"10100","IDUA"
"10101","C22orf46"
"10102","ATPSCKMT"
"10103","TMEM256-PLSCR3"
"10104","TTLL4"
"10105","CCDC6"
"10106","AL512288.2"
"10107","C8orf44"
"10108","ACTR3B"
"10109","PARP10"
"10110","GIHCG"
"10111","AP001107.5"
"10112","FAM114A2"
"10113","TNNI2"
"10114","LINC01934"
"10115","UCKL1-AS1"
"10116","FLG"
"10117","SLF1"
"10118","ZNF398"
"10119","GTF2A1L"
"10120","ZNF850"
"10121","RSPH10B2"
"10122","DNAL4"
"10123","SLC38A11"
"10124","AC019171.1"
"10125","GATA4"
"10126","LINC01637"
"10127","ABRA"
"10128","HGFAC"
"10129","RND2"
"10130","BASP1-AS1"
"10131","RAB21"
"10132","RNASET2"
"10133","CNN3"
"10134","PHF3"
"10135","PARP4"
"10136","ZDHHC20"
"10137","AL161729.3"
"10138","STK19B"
"10139","KRT17"
"10140","HAPLN3"
"10141","GNB1L"
"10142","SAP30BP"
"10143","SFTPD-AS1"
"10144","ZNF248"
"10145","C1QBP"
"10146","DDX19A"
"10147","AL049780.3"
"10148","SSRP1"
"10149","AHCYL1"
"10150","C20orf202"
"10151","COMMD7"
"10152","MARCH10"
"10153","HOPX"
"10154","CAPRIN2"
"10155","RAP2A"
"10156","PEBP4"
"10157","RPL7AP26"
"10158","HERC2"
"10159","SNORA10"
"10160","AL365475.1"
"10161","AC243964.2"
"10162","AZGP1P1"
"10163","SLC25A34"
"10164","WDFY3"
"10165","ERI3"
"10166","AC008033.3"
"10167","RAPGEF5"
"10168","SPECC1"
"10169","PUS1"
"10170","TMEM185A"
"10171","PLIN3"
"10172","ZNF446"
"10173","AC027559.1"
"10174","Z97634.1"
"10175","AL121929.2"
"10176","TMEM11"
"10177","GAPDHP47"
"10178","TNR"
"10179","AL359643.2"
"10180","AL139384.1"
"10181","AC134312.1"
"10182","AC009090.4"
"10183","AL049840.3"
"10184","TAX1BP3"
"10185","SPTY2D1OS"
"10186","ZNF440"
"10187","FZD8"
"10188","DIS3"
"10189","AC233699.1"
"10190","RFX7"
"10191","ZNF114"
"10192","GCLM"
"10193","RWDD2B"
"10194","AC096667.1"
"10195","UBE3C"
"10196","NOXRED1"
"10197","SRCAP"
"10198","NLRP2B"
"10199","AP002381.2"
"10200","BCAP29"
"10201","AL136115.2"
"10202","AP002807.1"
"10203","SLC1A5"
"10204","ZFAND2B"
"10205","SLC25A4"
"10206","RNF40"
"10207","RN7SKP78"
"10208","SLC30A8"
"10209","MSH5-SAPCD1"
"10210","GCNT4"
"10211","RP9"
"10212","C9orf66"
"10213","AC073909.1"
"10214","DLX1"
"10215","SAMD9"
"10216","DUS1L"
"10217","AL353662.1"
"10218","BX005266.2"
"10219","PEX1"
"10220","NOS1"
"10221","SDAD1P1"
"10222","NEBL-AS1"
"10223","UBL4B"
"10224","ATG16L2"
"10225","AL357033.3"
"10226","AC024940.6"
"10227","TMEM126A"
"10228","CBX1"
"10229","ULBP3"
"10230","AC006001.3"
"10231","ASRGL1"
"10232","AC021945.1"
"10233","PI4K2B"
"10234","EEF1A2"
"10235","KIAA0753"
"10236","CDR1"
"10237","AGR3"
"10238","TMEM120A"
"10239","AP002761.4"
"10240","VASH2"
"10241","AC044784.1"
"10242","MDM1"
"10243","SRGAP3"
"10244","C11orf53"
"10245","LINC01119"
"10246","GON7"
"10247","AL121944.1"
"10248","AP001059.3"
"10249","CROT"
"10250","ARSH"
"10251","IFFO1"
"10252","PRPF4B"
"10253","RMND5A"
"10254","AC133528.1"
"10255","TRIM72"
"10256","TUBB4BP2"
"10257","EVI2B"
"10258","DOT1L"
"10259","RNF144A-AS1"
"10260","DENND4C"
"10261","HEATR5A"
"10262","MCTP2"
"10263","BRWD1-AS2"
"10264","SEMA6C"
"10265","NR4A2"
"10266","GCH1"
"10267","AL031663.3"
"10268","AC026801.2"
"10269","NME8"
"10270","YIF1A"
"10271","AC083799.1"
"10272","HMGCS1"
"10273","AC016027.1"
"10274","AC004834.1"
"10275","ITPKB-IT1"
"10276","AC244502.1"
"10277","AC084125.2"
"10278","NCOA5"
"10279","SKA2"
"10280","CCNYL1"
"10281","CORO1A"
"10282","AC115284.2"
"10283","IKZF2"
"10284","LALBA"
"10285","USP5"
"10286","PIGBOS1"
"10287","TLK1"
"10288","HLA-F-AS1"
"10289","PTTG1IP"
"10290","OXSM"
"10291","SIX1"
"10292","IVNS1ABP"
"10293","AC021851.1"
"10294","AL079307.1"
"10295","G6PD"
"10296","ARRDC5"
"10297","AC096887.2"
"10298","DHRS4L2"
"10299","FAR2P1"
"10300","NRM"
"10301","RNF181"
"10302","VSIG10L"
"10303","B3GNTL1"
"10304","KIF3C"
"10305","CCSER1"
"10306","XYLT1"
"10307","HAMP"
"10308","AC068870.1"
"10309","LRRC37A6P"
"10310","MIR3142HG"
"10311","SEPT5"
"10312","NUP85"
"10313","ZNF853"
"10314","AC130456.6"
"10315","CEP170"
"10316","ZNF320"
"10317","TRPM2-AS"
"10318","CCR7"
"10319","NR2E3"
"10320","GZF1"
"10321","RN7SKP50"
"10322","CWC22"
"10323","CCDC130"
"10324","ATP6AP1L"
"10325","ITGB4"
"10326","TNFAIP8L2"
"10327","TEX261"
"10328","HNRNPA1P70"
"10329","SAC3D1"
"10330","SCAT1"
"10331","RABEPK"
"10332","MAPT-IT1"
"10333","AKIRIN2"
"10334","AC136632.2"
"10335","AC027097.1"
"10336","RABL3"
"10337","SNORA50C"
"10338","CLIP2"
"10339","AL161908.2"
"10340","ATF5"
"10341","KRT8P15"
"10342","ARG2"
"10343","PTGDR"
"10344","FKBP1C"
"10345","ZZEF1"
"10346","MFSD10"
"10347","MTCO1P15"
"10348","TMEM74"
"10349","GRB7"
"10350","AC108134.2"
"10351","SPDYA"
"10352","AC097493.2"
"10353","FAM168A"
"10354","NDUFS1"
"10355","NLRP7"
"10356","STYK1"
"10357","NRBF2"
"10358","CISD2"
"10359","AC069528.2"
"10360","GATA3-AS1"
"10361","TUBD1"
"10362","KLHL15"
"10363","OSBPL9P4"
"10364","SDHAF4"
"10365","RHCE"
"10366","AC012213.2"
"10367","BCORL1"
"10368","KLF5"
"10369","STK24"
"10370","ABHD4"
"10371","GNB2"
"10372","HMGN1P8"
"10373","AC074194.1"
"10374","AC011939.1"
"10375","PHACTR4"
"10376","HAL"
"10377","DNAH1"
"10378","BIRC7"
"10379","CDK12"
"10380","GPR18"
"10381","CLDN10"
"10382","THAP12P2"
"10383","AC009237.15"
"10384","EPC2"
"10385","NSUN5P2"
"10386","AL669818.1"
"10387","FBXO25"
"10388","RNF130"
"10389","CAMKK2"
"10390","AC008687.3"
"10391","TCN1"
"10392","AC004801.2"
"10393","SORL1"
"10394","PSMA4"
"10395","SNHG22"
"10396","RPL17P10"
"10397","PLEKHH1"
"10398","IL4R"
"10399","AC133065.3"
"10400","TMED2"
"10401","IFT80"
"10402","SLC25A38"
"10403","FOXS1"
"10404","AC084880.1"
"10405","DDX1"
"10406","RSRC1"
"10407","RDH13"
"10408","AC011498.2"
"10409","SAP25"
"10410","GRIK4"
"10411","AC140134.1"
"10412","PRELID2"
"10413","RF01877"
"10414","TECRP1"
"10415","HDHD3"
"10416","WNT5B"
"10417","RPS27L"
"10418","TRAM2-AS1"
"10419","KCNN1"
"10420","NEFL"
"10421","LINC00894"
"10422","ZSCAN1"
"10423","CD2"
"10424","GALT"
"10425","WDR93"
"10426","SFN"
"10427","AC010245.2"
"10428","PBLD"
"10429","AC009093.7"
"10430","AL096711.2"
"10431","SHC4"
"10432","AL031577.1"
"10433","CGB7"
"10434","BUD13P1"
"10435","DRC7"
"10436","JAK2"
"10437","GAPDHP54"
"10438","AC099343.2"
"10439","COX5A"
"10440","TMEM145"
"10441","SNORD94"
"10442","MFSD1"
"10443","MPHOSPH8"
"10444","AC127070.1"
"10445","PLA2G2D"
"10446","AP003355.2"
"10447","HERC2P2"
"10448","TPT1P10"
"10449","AL049795.2"
"10450","DDX23"
"10451","PANK4"
"10452","AL109955.1"
"10453","C16orf54"
"10454","AC079061.1"
"10455","AC009093.9"
"10456","AL592148.3"
"10457","AL442125.2"
"10458","TSPEAR-AS1"
"10459","GAK"
"10460","BTG1"
"10461","CEP350"
"10462","ADAM11"
"10463","DOC2GP"
"10464","EPSTI1"
"10465","AC096677.1"
"10466","TMPRSS13"
"10467","AGAP6"
"10468","TM6SF2"
"10469","AC211486.3"
"10470","BMP2K"
"10471","FLYWCH1P1"
"10472","CD6"
"10473","IGHA2"
"10474","ACE"
"10475","CGAS"
"10476","HBA2"
"10477","MRM3"
"10478","PRKAR2A"
"10479","DNER"
"10480","SPATA13"
"10481","NEMP2"
"10482","AC009065.5"
"10483","SASH3"
"10484","ZNF486"
"10485","MLH1"
"10486","PRRT2"
"10487","AC105052.2"
"10488","MAD2L1BP"
"10489","NLRC3"
"10490","PRR3"
"10491","DNAH17"
"10492","SORCS3"
"10493","FST"
"10494","AC023590.1"
"10495","AC139792.2"
"10496","COL6A4P2"
"10497","RRP1"
"10498","MPO"
"10499","TNPO3"
"10500","ZNF789"
"10501","COL9A1"
"10502","FUZ"
"10503","CASC1"
"10504","ZNF542P"
"10505","ANO7"
"10506","AC036176.2"
"10507","NOX4"
"10508","GJD3"
"10509","IQSEC1"
"10510","AL356512.1"
"10511","TMEM187"
"10512","RPL31"
"10513","CD274"
"10514","PSMC3IP"
"10515","SLC13A5"
"10516","MRPS15"
"10517","KBTBD13"
"10518","POLD4"
"10519","AP001189.5"
"10520","GLB1L3"
"10521","SCARNA10"
"10522","AC025164.1"
"10523","PGM2"
"10524","AP000915.2"
"10525","PARVG"
"10526","CR769775.2"
"10527","AC011445.1"
"10528","HTRA4"
"10529","EPO"
"10530","FGD1"
"10531","HRK"
"10532","SKOR1"
"10533","PDPK1"
"10534","AC022613.3"
"10535","AC068790.4"
"10536","PLRG1"
"10537","TUT4"
"10538","AC024884.2"
"10539","PIK3C2G"
"10540","POLR3A"
"10541","AC010336.2"
"10542","AC003006.1"
"10543","AL117379.1"
"10544","FUNDC1"
"10545","TEAD2"
"10546","PLCL1"
"10547","HOOK3"
"10548","KCNMB2-AS1"
"10549","ITGA9-AS1"
"10550","KDM3B"
"10551","LINC00402"
"10552","AC005911.1"
"10553","TP53BP1"
"10554","CLUAP1"
"10555","MKNK1"
"10556","AC093525.7"
"10557","CEP70"
"10558","TRIM22"
"10559","UBE2N"
"10560","RPL17"
"10561","SNORA24"
"10562","TPM1"
"10563","COL6A4P1"
"10564","GSTA1"
"10565","UBAC2-AS1"
"10566","LCOR"
"10567","AC069544.1"
"10568","SDSL"
"10569","EMID1"
"10570","CD109"
"10571","AC126389.1"
"10572","STEAP2-AS1"
"10573","AP002387.2"
"10574","NRDC"
"10575","TBC1D3B"
"10576","GPAA1"
"10577","AC004494.1"
"10578","IFNG"
"10579","ARPP19"
"10580","MYH3"
"10581","B3GNT3"
"10582","RELT"
"10583","RAET1L"
"10584","CCDC90B"
"10585","GCNT1P1"
"10586","GLS2"
"10587","AC005821.1"
"10588","WWC1"
"10589","AC063950.1"
"10590","GANAB"
"10591","TIMM23"
"10592","JCHAIN"
"10593","AC097637.2"
"10594","CHKB-CPT1B"
"10595","MLH3"
"10596","NOXA1"
"10597","TYW5"
"10598","VDR"
"10599","ADCY8"
"10600","SLC25A23"
"10601","TRMT6"
"10602","THOC7"
"10603","SLC22A20P"
"10604","RSU1P3"
"10605","AL590708.1"
"10606","IMPDH1P8"
"10607","SH2D5"
"10608","AC005034.5"
"10609","C8orf59"
"10610","SIGLEC12"
"10611","MCF2L"
"10612","TOR1AIP2"
"10613","XPOT"
"10614","LDLRAD3"
"10615","MVK"
"10616","IGHG2"
"10617","DGKI"
"10618","AC005014.1"
"10619","IL22RA1"
"10620","AL606834.2"
"10621","AC022400.5"
"10622","PTCRA"
"10623","CHST6"
"10624","POU3F3"
"10625","FPR3"
"10626","AC068831.4"
"10627","SRSF3"
"10628","CEACAM5"
"10629","NOC4L"
"10630","TCOF1"
"10631","NINJ1"
"10632","CMIP"
"10633","FNDC1-IT1"
"10634","AC092120.1"
"10635","FAM133DP"
"10636","AC007036.2"
"10637","ADGRF1"
"10638","ZNF322P1"
"10639","MIRLET7A1HG"
"10640","HDX"
"10641","POC1B"
"10642","AL512274.1"
"10643","C4A"
"10644","AC139530.4"
"10645","AGAP4"
"10646","KIAA1671"
"10647","RTN3"
"10648","C17orf47"
"10649","TRIM33"
"10650","MIIP"
"10651","GPR153"
"10652","HOXB4"
"10653","AC099661.1"
"10654","ARHGAP18"
"10655","PARD3"
"10656","ABHD14A"
"10657","AL118505.1"
"10658","AC010616.1"
"10659","TMEM116"
"10660","KCNN2"
"10661","FBXO7"
"10662","PRR22"
