"","x"
"10663","SLC9A3R2"
"10664","AL391834.2"
"10665","KLHL24"
"10666","LINC01550"
"10667","FAM210B"
"10668","SGSH"
"10669","GNGT1"
"10670","AL109811.2"
"10671","RNASEH2C"
"10672","CARHSP1"
"10673","RPL18AP3"
"10674","INTS14"
"10675","AC009464.1"
"10676","TMEM256"
"10677","LARP1"
"10678","NPHP3-ACAD11"
"10679","SAE1"
"10680","NDFIP1"
"10681","AC025287.3"
"10682","PROSER2-AS1"
"10683","TMEM105"
"10684","DIS3L"
"10685","AC026748.1"
"10686","TUSC3"
"10687","VPS26C"
"10688","ANKRD30BP1"
"10689","NBN"
"10690","AL136295.5"
"10691","ARFGEF2"
"10692","AC084759.3"
"10693","AC005332.6"
"10694","GP1BA"
"10695","RASD2"
"10696","PSMC1P5"
"10697","LENG8-AS1"
"10698","RPL23AP7"
"10699","ASB8"
"10700","HMGN1P28"
"10701","NRP2"
"10702","GOLPH3"
"10703","SH2D2A"
"10704","TOB1"
"10705","ZC3HAV1L"
"10706","AC124798.1"
"10707","TPRKB"
"10708","SMYD5"
"10709","AC004160.1"
"10710","SLC25A46"
"10711","NUP37"
"10712","KCNH1"
"10713","RPL22P16"
"10714","AREG"
"10715","AC073476.3"
"10716","TBXA2R"
"10717","BCL7A"
"10718","AP001324.1"
"10719","AL034417.3"
"10720","BX649601.1"
"10721","NEIL1"
"10722","IDH3A"
"10723","TAF13"
"10724","AK1"
"10725","SUPT16H"
"10726","ZNF551"
"10727","CDCA7"
"10728","ABCF3"
"10729","TACC2"
"10730","LINC01215"
"10731","ANKRD42"
"10732","HEXA-AS1"
"10733","PDXDC2P"
"10734","AC138207.8"
"10735","ASTN2"
"10736","ZFP41"
"10737","MAIP1"
"10738","ISM2"
"10739","HMGCL"
"10740","U47924.1"
"10741","SPACA6"
"10742","CST5"
"10743","IL23A"
"10744","AC093512.1"
"10745","FCRL3"
"10746","MTA3"
"10747","MIR4697HG"
"10748","AC012065.2"
"10749","EIF6"
"10750","TTC23L"
"10751","AL024474.1"
"10752","AC025580.1"
"10753","PSCA"
"10754","AF117829.1"
"10755","LINC02516"
"10756","CERK"
"10757","HSPA1B"
"10758","FAM117A"
"10759","RAB33B"
"10760","USP32"
"10761","RPL29P19"
"10762","DNAJB2"
"10763","P2RX5"
"10764","PPM1D"
"10765","GBGT1"
"10766","ZNF546"
"10767","PYCARD-AS1"
"10768","ZNF775"
"10769","DEPTOR"
"10770","RPS3AP6"
"10771","KDELR2"
"10772","HSPA1A"
"10773","Z97633.1"
"10774","AL162426.1"
"10775","NCMAP"
"10776","GCC2-AS1"
"10777","AC110285.7"
"10778","ADAT1"
"10779","ZMAT3"
"10780","RBMS3-AS2"
"10781","TPBGL"
"10782","SCNN1A"
"10783","SEPT7"
"10784","TTC1"
"10785","RPL24"
"10786","LMX1B"
"10787","ATP2B1"
"10788","CDK2AP2"
"10789","C7orf50"
"10790","AL365205.1"
"10791","PPP1R10"
"10792","AC013271.1"
"10793","SRD5A3"
"10794","AC022211.3"
"10795","CSNK1G2"
"10796","ADGRG3"
"10797","ACAD10"
"10798","RPL10A"
"10799","SCCPDH"
"10800","AMZ2"
"10801","RHPN2"
"10802","WWC2"
"10803","PNKDP1"
"10804","AL445183.2"
"10805","PAG1"
"10806","AC092535.2"
"10807","ISCA1"
"10808","ZNF878"
"10809","IGHV4-34"
"10810","RPA1"
"10811","FMO6P"
"10812","VN1R1"
"10813","LINC00513"
"10814","TBK1"
"10815","LRRC57"
"10816","DHX35"
"10817","OR52K3P"
"10818","ANXA8L1"
"10819","GPS2"
"10820","SERPINA11"
"10821","AC092171.4"
"10822","GSTK1"
"10823","ELAVL4"
"10824","AC022898.2"
"10825","P2RX5-TAX1BP3"
"10826","ABCG1"
"10827","TRIM29"
"10828","LINC02593"
"10829","LMAN1"
"10830","ANAPC1"
"10831","NRK"
"10832","AL157827.2"
"10833","UPF2"
"10834","IER2"
"10835","ZNF849P"
"10836","FAM72D"
"10837","DUXAP9"
"10838","MPP5"
"10839","DRD1"
"10840","DDX59"
"10841","DNAJC12"
"10842","KIAA1109"
"10843","LILRB1"
"10844","KCNK1"
"10845","RPL36AL"
"10846","ECSIT"
"10847","AC012485.3"
"10848","C20orf27"
"10849","RAB12"
"10850","AC026401.2"
"10851","ZNF784"
"10852","AES"
"10853","RAC2"
"10854","GALNT10"
"10855","AL031432.2"
"10856","AL683842.1"
"10857","AC022498.2"
"10858","AC026979.4"
"10859","AC108472.1"
"10860","PSMD10"
"10861","SEPHS1"
"10862","AL121832.2"
"10863","TREH"
"10864","GAS5"
"10865","GTF2B"
"10866","ABHD15"
"10867","NDUFB11"
"10868","AP001471.1"
"10869","SUSD2"
"10870","HTRA1"
"10871","ACP7"
"10872","AL138689.1"
"10873","OR9A4"
"10874","NXPH4"
"10875","IGHV3-20"
"10876","UNC5A"
"10877","CORO7"
"10878","TTN-AS1"
"10879","KRT8P9"
"10880","TM9SF2"
"10881","PLSCR1"
"10882","COPRS"
"10883","SART3"
"10884","AC021188.1"
"10885","RAB3B"
"10886","C1orf122"
"10887","AC099343.3"
"10888","ACOT1"
"10889","DCP1A"
"10890","AC117503.3"
"10891","USP24"
"10892","C9orf147"
"10893","PLA2G10"
"10894","C6orf120"
"10895","RALBP1"
"10896","SLC9A7P1"
"10897","ECI1"
"10898","SLC5A9"
"10899","AIFM3"
"10900","TMEM161A"
"10901","SEMA3C"
"10902","CASP1"
"10903","HSPE1P11"
"10904","AC112496.1"
"10905","ZNF540"
"10906","CEACAM6"
"10907","NGF"
"10908","TPTE2P1"
"10909","NELFA"
"10910","TIMD4"
"10911","AL513497.1"
"10912","SLC12A5"
"10913","PPP1R14D"
"10914","AC005840.2"
"10915","GTF2IP13"
"10916","OMD"
"10917","AC009313.2"
"10918","GOLGA5"
"10919","RPL12P21"
"10920","AP000864.1"
"10921","RNF14"
"10922","CCSER2"
"10923","ATXN2-AS"
"10924","DCAF6"
"10925","AGXT"
"10926","STH"
"10927","PTOV1-AS2"
"10928","MGST3"
"10929","ADCK2"
"10930","TPMT"
"10931","RN7SL65P"
"10932","HSD17B12"
"10933","NEDD4"
"10934","SCRG1"
"10935","FAM182A"
"10936","CHI3L2"
"10937","CCDC32"
"10938","SRP54-AS1"
"10939","CEACAM19"
"10940","AC005077.4"
"10941","TVP23CP2"
"10942","AL160291.1"
"10943","AC026333.4"
"10944","PRSS33"
"10945","UBE2F"
"10946","PIN4"
"10947","CCZ1"
"10948","AC009119.1"
"10949","RHBDD2"
"10950","USP12"
"10951","EIF1AD"
"10952","UBE4B"
"10953","VAPA"
"10954","CD40"
"10955","NISCH"
"10956","PTPDC1"
"10957","LINC02068"
"10958","CLTB"
"10959","CD5"
"10960","DHX40"
"10961","AL157786.1"
"10962","AC023509.3"
"10963","CAVIN4"
"10964","SFRP4"
"10965","C1QTNF3-AMACR"
"10966","LNCAROD"
"10967","SPDYC"
"10968","OR6W1P"
"10969","AC011899.2"
"10970","NXPE2"
"10971","TLR7"
"10972","AL928654.4"
"10973","LTB4R"
"10974","COPS2"
"10975","RTEL1-TNFRSF6B"
"10976","UPF1"
"10977","LINC02145"
"10978","AC025219.1"
"10979","GPR26"
"10980","NFYB"
"10981","FCHO1"
"10982","ST6GALNAC5"
"10983","AC005775.1"
"10984","AC001226.2"
"10985","KF456110.1"
"10986","IGSF8"
"10987","STAM-AS1"
"10988","LINC02067"
"10989","DCAF8"
"10990","ISLR"
"10991","BMS1P4"
"10992","ADRM1"
"10993","SELENOH"
"10994","LINC01089"
"10995","EPCAM-DT"
"10996","AL157387.1"
"10997","PLAT"
"10998","GXYLT1P5"
"10999","HLA-K"
"11000","BAIAP2"
"11001","NLRP6"
"11002","TNFSF13B"
"11003","RDH10"
"11004","MCM3AP"
"11005","SYT8"
"11006","LINC02576"
"11007","POLR2B"
"11008","MIR34AHG"
"11009","MLF2"
"11010","CEP192"
"11011","KLK2"
"11012","ATP6V0D2"
"11013","AC007493.1"
"11014","AC005013.1"
"11015","PMS2P3"
"11016","AL023806.3"
"11017","FKBP15"
"11018","CETN2"
"11019","IGHV1-18"
"11020","DPRXP4"
"11021","SLC9A2"
"11022","EEF1G"
"11023","ZNF583"
"11024","AL353597.3"
"11025","AC016682.1"
"11026","ZBTB11-AS1"
"11027","AC023509.1"
"11028","AC008147.4"
"11029","NDUFAF2"
"11030","COL6A5"
"11031","METTL2A"
"11032","AC124276.2"
"11033","TLK2P1"
"11034","PGAM2"
"11035","MMACHC"
"11036","UCK1"
"11037","OSTCP8"
"11038","AL050303.2"
"11039","VEGFA"
"11040","ALG8"
"11041","RRNAD1"
"11042","BCL7B"
"11043","AC022400.6"
"11044","DHX30"
"11045","AL117329.1"
"11046","LINC01176"
"11047","CRB2"
"11048","FIBIN"
"11049","AL391832.4"
"11050","BCKDHB"
"11051","ZNF605"
"11052","TBC1D10B"
"11053","AVEN"
"11054","EEF1AKMT1"
"11055","ERVV-1"
"11056","PRH1"
"11057","C2orf91"
"11058","CTXND1"
"11059","NRSN2-AS1"
"11060","AL021368.2"
"11061","AGGF1P3"
"11062","NEDD1"
"11063","FAM84A"
"11064","MSTN"
"11065","AL353801.2"
"11066","AC124016.2"
"11067","LINC00167"
"11068","AC025171.5"
"11069","SLC35B4"
"11070","POU6F2"
"11071","FSBP"
"11072","SRI"
"11073","AL450384.2"
"11074","AC010491.1"
"11075","AC104564.5"
"11076","GMEB2"
"11077","PPP2R2A"
"11078","DNAJC11"
"11079","MUTYH"
"11080","TPR"
"11081","PIR"
"11082","ZC3H13"
"11083","TMEM210"
"11084","LTB4R2"
"11085","RAB3GAP1"
"11086","AC012676.4"
"11087","RPL35A"
"11088","AC253576.2"
"11089","AC068580.4"
"11090","COL6A2"
"11091","FBXL17"
"11092","REST"
"11093","XIAPP3"
"11094","GTF2H2"
"11095","ANKRD26P3"
"11096","ZNRD1ASP"
"11097","PALD1"
"11098","CDC123"
"11099","AC022167.2"
"11100","LACTB2"
"11101","NF2"
"11102","DNAJC16"
"11103","ACP2"
"11104","SSSCA1"
"11105","AC239800.3"
"11106","AC124856.1"
"11107","PDHA1"
"11108","SNRPG"
"11109","YWHAE"
"11110","TAF4B"
"11111","WTAP"
"11112","OSM"
"11113","CA14"
"11114","LSP1P4"
"11115","FAM192A"
"11116","TNS4"
"11117","FAM8A1"
"11118","DTWD1"
"11119","SYVN1"
"11120","HIGD1A"
"11121","CYB5B"
"11122","CD46"
"11123","AC006254.1"
"11124","EXOSC5"
"11125","C7orf25"
"11126","ANKLE1"
"11127","AL807752.3"
"11128","ZNF273"
"11129","CRISPLD1"
"11130","ZNF124"
"11131","PITPNM1"
"11132","SLC12A3"
"11133","AC105020.4"
"11134","ZNF843"
"11135","ACTL10"
"11136","ADGRA3"
"11137","FDXR"
"11138","SH2D1A"
"11139","RARRES1"
"11140","GPR65"
"11141","NPM2"
"11142","AC008124.1"
"11143","AC112512.1"
"11144","PPP1R35"
"11145","NUP35"
"11146","SOX9-AS1"
"11147","CRYZL1"
"11148","FOXK1"
"11149","MAPT-AS1"
"11150","AC011477.1"
"11151","AL032819.2"
"11152","HNF4G"
"11153","ITIH2"
"11154","AL513314.2"
"11155","SMIM15"
"11156","LINC00664"
"11157","RMND1"
"11158","AC012358.2"
"11159","AC018529.2"
"11160","TP73-AS1"
"11161","AC011337.1"
"11162","KRBA1"
"11163","SHISA6"
"11164","TNFAIP2"
"11165","ASAP2"
"11166","LINC01126"
"11167","ANKRD55"
"11168","PCDHGB6"
"11169","HAX1"
"11170","SNORA4"
"11171","ARMH1"
"11172","CAMK1G"
"11173","FOXC2"
"11174","LY86"
"11175","FBXO3"
"11176","AL135818.1"
"11177","GRB2"
"11178","AC087289.4"
"11179","LAPTM5"
"11180","DLGAP1-AS2"
"11181","ZNF519"
"11182","AD000864.1"
"11183","ARF3"
"11184","POLR2A"
"11185","ERBIN"
"11186","METAP1D"
"11187","TTC39C"
"11188","AP2B1"
"11189","GABRG3"
"11190","NEXN-AS1"
"11191","AC044849.1"
"11192","KCNB2"
"11193","ANP32D"
"11194","ANKRD13C"
"11195","AP001999.1"
"11196","AL355102.1"
"11197","AC104852.1"
"11198","U91328.1"
"11199","TGIF2"
"11200","AL080251.1"
"11201","ZNF254"
"11202","RPS2P44"
"11203","TNFRSF11B"
"11204","PSMD3"
"11205","MLPH"
"11206","AP003419.3"
"11207","SNX31"
"11208","KCTD11"
"11209","AC064799.2"
"11210","HHIPL2"
"11211","FBXO4"
"11212","RBM14-RBM4"
"11213","ZNF267"
"11214","LINC00638"
"11215","SLF2"
"11216","LINC00994"
"11217","ZNF8"
"11218","PDGFB"
"11219","LINC02427"
"11220","LRRC25"
"11221","SSNA1"
"11222","KHNYN"
"11223","BX890604.2"
"11224","NAGLU"
"11225","AC119427.1"
"11226","ITGAL"
"11227","DCUN1D5"
"11228","OR2A1"
"11229","NUP50"
"11230","NPIPB3"
"11231","RBM10"
"11232","GFM2"
"11233","AL512633.1"
"11234","AC036176.1"
"11235","AL009176.1"
"11236","FEM1C"
"11237","FABP3"
"11238","AC067940.1"
"11239","MRTO4"
"11240","AC026150.3"
"11241","LAGE3P1"
"11242","MIR194-2HG"
"11243","MC1R"
"11244","PDE6D"
"11245","AL132639.2"
"11246","CATSPERG"
"11247","RPS19BP1"
"11248","CNR2"
"11249","AC027601.5"
"11250","ANKRD16"
"11251","UGCG"
"11252","AKAP9"
"11253","CDK10"
"11254","TBCD"
"11255","CHI3L1"
"11256","ANKRD36BP2"
"11257","EIF3KP1"
"11258","DSC1"
"11259","EXOC3L1"
"11260","FXN"
"11261","LCAL1"
"11262","AFG3L1P"
"11263","LMBR1"
"11264","AC010306.1"
"11265","KRT16"
"11266","CNTN2"
"11267","IL1RAP"
"11268","NLRP13"
"11269","ZNF473"
"11270","CNNM3"
"11271","AMIGO3"
"11272","SLC5A4-AS1"
"11273","HIST1H4L"
"11274","CAPS2"
"11275","UNC45B"
"11276","SP6"
"11277","KLHDC3"
"11278","MSANTD1"
"11279","CCDC162P"
"11280","UBE2L6"
"11281","SLC35E2B"
"11282","AL137060.1"
"11283","DLEU7"
"11284","AC017037.2"
"11285","GPR155"
"11286","HLA-J"
"11287","BTBD11"
"11288","CCDC51"
"11289","PCNX2"
"11290","PKNOX1"
"11291","AC106712.1"
"11292","GRPR"
"11293","TERF1"
"11294","AC087761.1"
"11295","GPR75-ASB3"
"11296","AC004241.1"
"11297","ZBTB7B"
"11298","KRT15"
"11299","ADAMTS20"
"11300","HMGB3P9"
"11301","BET1L"
"11302","FCGBP"
"11303","ABCG4"
"11304","ITSN2"
"11305","PITX3"
"11306","MECR"
"11307","EXT1"
"11308","WDR12"
"11309","NTSR1"
"11310","PAPLN"
"11311","SGSM1"
"11312","LINC00898"
"11313","RPL9P3"
"11314","CSNK2A1"
"11315","AC139100.1"
"11316","AC005288.1"
"11317","BX664615.1"
"11318","GUSB"
"11319","FUT10"
"11320","APLP2"
"11321","MPV17"
"11322","TPTE2P2"
"11323","AL445231.1"
"11324","SNORA71C"
"11325","SCNN1B"
"11326","AC226118.1"
"11327","RIBC1"
"11328","SLC35B2"
"11329","UQCR10"
"11330","AC027288.3"
"11331","RLN2"
"11332","ZNF561-AS1"
"11333","AC012150.1"
"11334","FMNL2"
"11335","COX6B1"
"11336","ZNF257"
"11337","PPA1"
"11338","CLDN8"
"11339","LINC00528"
"11340","RIMS4"
"11341","LENEP"
"11342","ASB13"
"11343","SERPINB8"
"11344","AC008267.4"
"11345","RPS15"
"11346","AC009404.1"
"11347","AC087752.3"
"11348","PCDHA3"
"11349","AC010210.1"
"11350","AL121894.2"
"11351","AC069120.1"
"11352","NAV1"
"11353","GTF2IP7"
"11354","SLC3A1"
"11355","IGDCC4"
"11356","PEX11A"
"11357","PHAX"
"11358","FAM169A"
"11359","AC073342.1"
"11360","KCNH2"
"11361","AC068860.1"
"11362","SNX19P1"
"11363","SFRP5"
"11364","AC092718.4"
"11365","MED9"
"11366","FUNDC2P4"
"11367","LSM12P1"
"11368","COX6A1"
"11369","RYR2"
"11370","WDR89"
"11371","NANOGP7"
"11372","STIM2"
"11373","C7orf26"
"11374","FCAR"
"11375","ZNF536"
"11376","AMMECR1L"
"11377","DRD4"
"11378","TKTL1"
"11379","AL031432.4"
"11380","CYP19A1"
"11381","UBASH3A"
"11382","PPOX"
"11383","SMIM34A"
"11384","ELF5"
"11385","DNAJA4"
"11386","NAA10"
"11387","WNT10B"
"11388","AC002553.1"
"11389","AC136475.1"
"11390","EEF1AKMT3"
"11391","ZER1"
"11392","BAIAP2-DT"
"11393","AC013472.1"
"11394","KLHL42"
"11395","CYP4F8"
"11396","INTS6-AS1"
"11397","LINC00174"
"11398","BCL2A1"
"11399","SERPINI2"
"11400","KLK3"
"11401","YY1"
"11402","GMCL1"
"11403","STK32B"
"11404","EIF2S1"
"11405","CLMN"
"11406","AC004232.3"
"11407","MDM2"
"11408","AC073342.2"
"11409","TRAF1"
"11410","CSN2"
"11411","CBSL"
"11412","MATN1"
"11413","IL12RB1"
"11414","ICK"
"11415","PSMD1"
"11416","AC073439.1"
"11417","DUOX1"
"11418","PAX7"
"11419","COX20"
"11420","C1orf127"
"11421","SLC24A1"
"11422","IQGAP2"
"11423","AC009126.1"
"11424","RSPH10B"
"11425","AC126755.2"
"11426","ASNA1"
"11427","GASK1B"
"11428","TTC8"
"11429","USP47"
"11430","ESRG"
"11431","FRRS1L"
"11432","OSGEPL1"
"11433","PCED1B"
"11434","RGL2"
"11435","RPL27"
"11436","AL390036.1"
"11437","LINC01953"
"11438","CRYGN"
"11439","CA5B"
"11440","AC060766.1"
"11441","CCNL1"
"11442","AC068473.5"
"11443","OSBPL10"
"11444","MAST1"
"11445","NAMPTP1"
"11446","ATP5F1C"
"11447","BX842568.2"
"11448","AC009533.1"
"11449","ABCA7"
"11450","EMC10"
"11451","ATP13A5"
"11452","BX322650.1"
"11453","TSTD3"
"11454","ABHD2"
"11455","PXYLP1"
"11456","FGFR1OP2"
"11457","LINC01136"
"11458","RSU1"
"11459","DNMBP-AS1"
"11460","EHD1"
"11461","AL356599.1"
"11462","ZXDA"
"11463","SPG21"
"11464","TENM2"
"11465","COPG2"
"11466","CEP89"
"11467","C6orf141"
"11468","PTPRD-AS1"
"11469","MYRFL"
"11470","FOXP1-IT1"
"11471","TUBBP10"
"11472","RBM43"
"11473","SLC31A1"
"11474","TLR10"
"11475","C10orf113"
"11476","PXK"
"11477","AC067838.1"
"11478","FITM2"
"11479","AC021086.1"
"11480","HSPE1-MOB4"
"11481","DRAP1"
"11482","RNF215"
"11483","FAM187A"
"11484","PLP2"
"11485","AC092068.3"
"11486","POM121L9P"
"11487","APOPT1"
"11488","CLEC18B"
"11489","LSM12"
"11490","SSC5D"
"11491","AFMID"
"11492","RAB32"
"11493","OR56A3"
"11494","CD72"
"11495","ADGRF4"
"11496","RPRML"
"11497","DCAF16"
"11498","SLC39A9"
"11499","AC040977.2"
"11500","AL662797.1"
"11501","SULT1A1"
"11502","NPEPPS"
"11503","NSD1"
"11504","KIAA1143"
"11505","SLC7A6OS"
"11506","SLFNL1-AS1"
"11507","RNPEPL1"
"11508","AL391121.1"
"11509","MUC2"
"11510","BAK1P1"
"11511","RIOX2"
"11512","AC092821.1"
"11513","FLT3"
"11514","ATP1A3"
"11515","AC005072.1"
"11516","ADAMTS2"
"11517","AC012313.2"
"11518","OR7E14P"
"11519","PCDHGC5"
"11520","LINC01426"
"11521","ZNF214"
"11522","AL513365.2"
"11523","LGMN"
"11524","NUDCD1"
"11525","IFIH1"
"11526","PDCL3"
"11527","C12orf49"
"11528","TUBB8P12"
"11529","ERCC5"
"11530","LYN"
"11531","STAG3L5P"
"11532","OPLAH"
"11533","GCA"
"11534","Z97192.2"
"11535","LMO4"
"11536","SH3BGR"
"11537","RPL7AP6"
"11538","AC022384.1"
"11539","AC245100.2"
"11540","KRT72"
"11541","RPL12P20"
"11542","AC137834.1"
"11543","ZFAND2A"
"11544","PPID"
"11545","IGHGP"
"11546","NECAB2"
"11547","SNHG17"
"11548","ZNF683"
"11549","C21orf59-TCP10L"
"11550","MRPL1"
"11551","AC138430.1"
"11552","TMEM175"
"11553","AC003101.1"
"11554","MUC7"
"11555","CDAN1"
"11556","AL137003.2"
"11557","AC007318.2"
"11558","SUZ12P1"
"11559","AC074138.1"
"11560","AC011479.1"
"11561","NRF1"
"11562","ZNF169"
"11563","RIOK3"
"11564","KAT7"
"11565","AP001059.2"
"11566","NCK2"
"11567","LINC02446"
"11568","RABGAP1L-IT1"
"11569","LINC00565"
"11570","ZHX2"
"11571","MRPL38"
"11572","C2orf68"
"11573","SERPINA1"
"11574","PCAT1"
"11575","NDUFA10"
"11576","AC015712.6"
"11577","GSTM3"
"11578","AC245884.8"
"11579","CST9"
"11580","MED19"
"11581","GATA5"
"11582","MLEC"
"11583","ITGB7"
"11584","TPM3P7"
"11585","AL121790.1"
"11586","AC092691.1"
"11587","FBXO48"
"11588","ABCA13"
"11589","AC017037.4"
"11590","LUC7L"
"11591","HPGD"
"11592","KLLN"
"11593","RABGGTA"
"11594","STT3B"
"11595","C21orf91"
"11596","MRPS7"
"11597","NTRK1"
"11598","SESN2"
"11599","JMJD1C-AS1"
"11600","TRAPPC10"
"11601","ERVK13-1"
"11602","AL355338.1"
"11603","GEM"
"11604","SPPL2B"
"11605","SATB1-AS1"
"11606","AC015813.6"
"11607","HBG1"
"11608","TMEM167B"
"11609","OFCC1"
"11610","CCDC160"
"11611","AL355816.2"
"11612","AC092053.1"
"11613","RNGTTP1"
"11614","AP006222.1"
"11615","GIPC1"
"11616","VNN1"
"11617","PGM3"
"11618","AC100801.1"
"11619","AUTS2"
"11620","MARCH1"
"11621","MYO5A"
"11622","SDC4"
"11623","TRAC"
"11624","AC005944.1"
"11625","AJ239328.1"
"11626","SIPA1L2"
"11627","SMIM41"
"11628","AP000851.1"
"11629","ZNF71"
"11630","DLX2"
"11631","AC068888.2"
"11632","MRI1"
"11633","TUBA1B"
"11634","CRYBB1"
"11635","ZNF524"
"11636","AC034229.3"
"11637","AC006059.1"
"11638","AC023794.4"
"11639","HELQ"
"11640","MSLNL"
"11641","TMEM263"
"11642","AP003059.1"
"11643","RBFADN"
"11644","RABGEF1"
"11645","FBRSL1"
"11646","LINC01013"
"11647","AC108704.2"
"11648","RFFL"
"11649","AL359715.2"
"11650","LCNL1"
"11651","CDYL"
"11652","TMEM164"
"11653","AC118658.1"
"11654","AC104791.2"
"11655","FGD5-AS1"
"11656","STAM"
"11657","ELOVL7"
"11658","DGCR6"
"11659","B4GALNT2"
"11660","PCSK2"
"11661","SRSF6"
"11662","HIST1H1A"
"11663","SMIM35"
"11664","AC016747.1"
"11665","RPL41"
"11666","MAPKAPK5-AS1"
"11667","AL138781.2"
"11668","AL390038.1"
"11669","AC121757.1"
"11670","PCID2"
"11671","IL27RA"
"11672","AC141424.1"
"11673","EWSR1"
"11674","RTBDN"
"11675","LGI1"
"11676","SHISA8"
"11677","GPR62"
"11678","LFNG"
"11679","PPP6C"
"11680","AL031666.1"
"11681","C16orf87"
"11682","EIF5AP3"
"11683","RPS14P4"
"11684","TSPAN31"
"11685","FGF16"
"11686","GEMIN8P4"
"11687","PMPCA"
"11688","AL354993.1"
"11689","AC127024.2"
"11690","CMPK2"
"11691","AL356652.1"
"11692","NUTF2"
"11693","AQP6"
"11694","ERBB2"
"11695","TMC1"
"11696","NPIPB4"
"11697","ANKLE2"
"11698","AC144548.1"
"11699","POLR2K"
"11700","AC109449.1"
"11701","EIF4G1"
"11702","AL669831.5"
"11703","RGS8"
"11704","AP5B1"
"11705","KIF12"
"11706","IGHV1-24"
"11707","MDFI"
"11708","MED28"
"11709","HSPA8P4"
"11710","AL451050.2"
"11711","BTAF1"
"11712","C5orf17"
"11713","TIGD3"
"11714","AL031963.3"
"11715","SNORA37"
"11716","AC078795.1"
"11717","TMEM251"
"11718","RNF207"
"11719","FAM181B"
"11720","EI24"
"11721","AC087163.3"
"11722","ZNF195"
"11723","DMTF1"
"11724","MGAT4C"
"11725","OLAH"
"11726","PDPR"
"11727","USP49"
"11728","MRPL10"
"11729","MX1"
"11730","GPR158"
"11731","HCG4B"
"11732","POMZP3"
"11733","CD37"
"11734","AL031118.1"
"11735","C1GALT1"
"11736","GGT7"
"11737","LINC02447"
"11738","TMEM243"
"11739","ZNF594"
"11740","FOXQ1"
"11741","AC011092.1"
"11742","AGGF1"
"11743","PTPN22"
"11744","AL157394.2"
"11745","SMIM13"
"11746","FABP6"
"11747","AC069368.1"
"11748","SAPCD1"
"11749","AKTIP"
"11750","AARS2"
"11751","AL645949.1"
"11752","AP001282.1"
"11753","CITED4"
"11754","ZIC5"
"11755","WDR73"
"11756","REPS1"
"11757","PPFIA3"
"11758","AC012254.3"
"11759","KIRREL3"
"11760","IARS2"
"11761","TOM1"
"11762","CST6"
"11763","SLC52A1"
"11764","SF3B1"
"11765","CDKN2D"
"11766","AC006946.2"
"11767","AC008537.3"
"11768","ATP8A1"
"11769","KRTAP5-9"
"11770","YWHAH"
"11771","AC092306.1"
"11772","SREK1IP1"
"11773","AC004593.3"
"11774","AC109479.1"
"11775","AC034207.1"
"11776","NAV2"
"11777","AC139100.2"
"11778","ZNF432"
"11779","NHLH1"
"11780","AL133551.1"
"11781","ATP10B"
"11782","EPN2"
"11783","RPL23AP35"
"11784","RPS14"
"11785","TSPO"
"11786","CEP19"
"11787","ZNF346"
"11788","ATL2"
"11789","MRPS26"
"11790","HS3ST3B1"
"11791","AC016582.3"
"11792","AL356740.2"
"11793","EXOSC3"
"11794","ADAM12"
"11795","AL590652.1"
"11796","AC133552.3"
"11797","SNX25P1"
"11798","CCDC125"
"11799","ACMSD"
"11800","ZCWPW1"
"11801","MSANTD2"
"11802","ZGLP1"
"11803","AGFG1"
"11804","BCKDK"
"11805","AC023157.3"
"11806","AC092279.2"
"11807","FDPSP4"
"11808","FAM204A"
"11809","USP46-AS1"
"11810","UBALD1"
"11811","THOC1"
"11812","NHLRC3"
"11813","BCL2L2-PABPN1"
"11814","AD000864.2"
"11815","ITPA"
"11816","UPRT"
"11817","OLFM1"
"11818","AL021707.5"
"11819","AC134682.1"
"11820","AC092117.2"
"11821","HSBP1"
"11822","UHRF1BP1"
"11823","SRGAP2B"
"11824","TTC19"
"11825","AC011462.4"
"11826","LARP7"
"11827","FRZB"
"11828","RN7SL517P"
"11829","GPR88"
"11830","IGLV3-10"
"11831","SEC61G"
"11832","AZGP1P2"
"11833","MZT2B"
"11834","MED13"
"11835","GPALPP1"
"11836","ZNRF2P1"
"11837","AC138150.2"
"11838","CD1A"
"11839","AL138689.2"
"11840","ATXN7L3B"
"11841","ST8SIA6-AS1"
"11842","SH2D6"
"11843","BACH1"
"11844","CLCN6"
"11845","C2orf27A"
"11846","SOCS1"
"11847","TMEM189-UBE2V1"
"11848","RPL26"
"11849","ZNF564"
"11850","PARG"
"11851","AC024257.3"
"11852","THUMPD3-AS1"
"11853","SLC7A5P1"
"11854","IGKV3D-15"
"11855","AFAP1L2"
"11856","CLEC4C"
"11857","CFAP74"
"11858","AL161756.3"
"11859","AL136379.1"
"11860","GSDMD"
"11861","SCAMP5"
"11862","RN7SL173P"
"11863","CSPP1"
"11864","MIR503HG"
"11865","HSPA13"
"11866","ZNF331"
"11867","AC139795.2"
"11868","MED23"
"11869","IGHV1-3"
"11870","AL050341.2"
"11871","WDR18"
"11872","LRP5L"
"11873","TMEM117"
"11874","AC004687.2"
"11875","ESCO1"
"11876","LINC00930"
"11877","AL359762.1"
"11878","AC098588.1"
"11879","CTSA"
"11880","AC093155.1"
"11881","AC006077.2"
"11882","SLC8A1"
"11883","KIF2A"
"11884","PLA2G4D"
"11885","AC009299.2"
